player,player_id,position,team_name,2025 Team,Team,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,rank_player_game_count,rank_attempts,rank_avoided_tackles,rank_breakaway_attempts,rank_breakaway_percent,rank_breakaway_yards,rank_designed_yards,rank_drops,rank_elu_recv_mtf,rank_elu_rush_mtf,rank_elu_yco,rank_elusive_rating,rank_explosive,rank_first_downs,rank_gap_attempts,rank_grades_hands_fumble,rank_grades_offense,rank_grades_offense_penalty,rank_grades_pass,rank_grades_pass_block,rank_grades_pass_route,rank_grades_run,rank_grades_run_block,rank_longest,rank_rec_yards,rank_receptions,rank_routes,rank_run_plays,rank_scramble_yards,rank_scrambles,rank_targets,rank_total_touches,rank_touchdowns,rank_yards,rank_yards_after_contact,rank_yco_attempt,rank_ypa,rank_yprr,rank_zone_attempts,rank_declined_penalties,rank_fumbles,rank_penalties
James Simon,199289,HB,TEXAS,Texas,Texas,2,25,5,1,13.1,16,0,122,0,0,5,87,64.4,4,8,311,0,12,78,66.9,77,0,73.5,65.9,66.1,57.4,16,0,2,2,10,32,0,0,2,27,0,122,87,3.48,4.9,0.2,13,939,318,286,299,528,489,292,264,415,248,246,411,251,263,223,209,677,581,334,156,271,594,925,520,662,502,630,649,246,251,553,310,550,331,279,370,567,647,261,1,1,1
Tye Edwards,158816,HB,W VIRGINIA,West Virginia,West Virginia,3,25,7,2,31.9,45,0,141,0,0,7,94,105.3,5,12,343,0,9,78,77.5,76.9,0,81.6,53.7,78.9,48.7,27,0,0,0,13,38,0,0,0,25,3,141,94,3.76,5.6,0,16,761,318,202,178,359,268,257,264,415,169,228,237,196,163,313,209,203,589,334,37,789,102,1111,283,685,708,602,559,246,251,742,338,90,291,260,296,425,681,206,1,1,1
Isaiah Jacobs,129518,HB,UAB,UAB,UAB,4,25,4,2,31.6,36,0,114,1,2,4,81,62.7,2,7,321,0,11,78.1,64.5,80.3,0,19.6,58.3,71.7,58.9,21,0,26,6,56,34,0,0,7,31,2,114,81,3.24,4.6,0.46,14,312,318,339,178,363,319,317,80,167,298,268,420,414,299,250,207,805,329,334,551,564,314,817,398,434,279,246,616,246,251,304,258,148,355,300,433,632,582,240,1,1,1
Justin Williams-Thomas,157610,HB,MARSHALL,Marshall,Marshall,5,25,1,1,32.2,37,0,115,0,3,1,52,29.7,2,4,214,0,4,78,69.4,77.7,0,54,75.7,69.6,47.3,37,1,41,3,25,49,0,0,4,28,2,115,52,2.08,4.6,1.64,21,4,318,630,299,357,316,314,264,109,574,381,705,414,461,504,209,538,524,334,375,95,404,1129,190,351,435,467,465,246,251,428,298,148,351,421,835,632,240,141,1,1,1081
Owen Allen,127306,HB,AIR FORCE,Air Force,Air Force,4,25,1,0,0,0,0,78,1,0,1,31,5,1,5,101,0,12,78,57.7,81.1,0,66,29.6,64.6,46.9,14,0,0,0,8,65,0,0,1,25,1,78,31,1.24,3.1,0,1,312,318,630,562,562,562,413,80,415,574,509,896,545,399,223,209,1111,251,334,284,920,664,1133,592,685,708,662,339,246,251,613,338,284,461,557,1072,926,681,733,1,1,1
Iverson Howard,198726,HB,MARYLAND,Maryland,Maryland,3,25,6,0,0,0,0,91,0,0,6,69,63.7,1,3,215,0,14,78,67,76.6,0,18.8,56.2,69.8,59.5,10,0,2,1,11,28,0,0,1,26,0,91,69,2.76,3.6,0.18,11,761,318,239,562,562,562,372,264,415,203,310,415,545,529,187,209,672,607,334,559,677,393,745,770,662,580,620,689,246,251,613,318,550,415,349,611,862,655,300,1,1,1
Terrell Washington Jr.,170178,HB,IOWA,Iowa,Iowa,5,25,2,0,0,0,0,96,0,0,2,50,13.8,1,4,192,0,8,78.2,63.5,79.1,0,36.5,62.5,64.4,56.9,13,0,18,4,34,34,0,0,5,29,0,96,50,2,3.8,0.53,17,4,318,498,562,562,562,361,264,415,455,388,845,545,461,344,199,860,415,334,474,380,668,947,626,491,371,400,616,246,251,381,283,550,402,427,850,826,556,190,1,1,1
Damari Alston,157037,HB,AUBURN,Auburn,Auburn,3,25,9,1,12.6,15,0,119,0,1,9,87,120,4,10,115,0,14,78.2,66.4,79,0,48.2,63.2,69.1,55,15,0,29,4,37,38,0,0,4,29,1,119,87,3.48,4.8,0.78,11,761,318,152,299,529,519,297,264,257,129,246,187,251,200,187,199,700,422,334,410,362,439,1017,553,414,371,362,559,246,251,428,283,284,337,279,370,584,476,300,1,1,1
Cade Harris,157896,WR,AIR FORCE,Air Force,Air Force,4,25,3,2,37.5,66,0,176,1,2,3,77,37.6,6,12,101,0,7,80.9,79.4,82.8,0,0,90.2,68,65.9,49,0,439,16,63,136,0,0,21,41,2,176,77,3.08,7,6.97,10,312,318,418,178,298,199,195,80,167,369,287,631,151,163,378,90,146,107,334,593,8,497,118,116,3,66,205,49,246,251,84,175,148,228,320,476,218,12,328,1,1,1
Anthony Woods,158969,HB,UCLA,UCLA,UCLA,4,25,4,2,41.7,53,0,127,0,5,4,112,106.1,2,3,324,0,7,78.3,72.3,80.3,0,57.2,83.8,67.8,83.7,33,0,103,13,67,34,0,0,13,38,0,127,112,4.48,5.1,1.54,17,312,318,339,178,255,236,282,264,42,298,192,236,414,529,378,195,384,329,334,359,28,511,7,217,170,110,188,616,246,251,170,193,550,318,224,195,513,259,190,1,1,1
Caden Veltkamp,156642,QB,FAU,Florida Atlantic,Florida Atlantic,4,25,4,1,18.8,18,0,57,0,0,4,32,44.3,3,7,165,2,10,66.3,65.3,83.7,65.7,62.2,0,55.7,60,18,0,0,0,0,93,39,8,0,17,2,96,41,1.64,3.8,0,6,312,318,339,299,481,443,480,264,415,298,504,570,327,299,280,875,765,49,175,315,934,1223,313,467,685,708,927,183,106,81,742,499,148,402,486,1012,826,681,439,1,1196,1
Jaylen Jenkins,158512,HB,TEXAS ST,Texas State,Texas State,4,25,5,3,62.7,99,0,158,0,0,5,61,46.9,3,5,314,0,11,78.6,66.6,75.3,0,70,54.8,67.6,57.2,58,0,5,1,13,33,0,0,1,26,2,158,61,2.44,6.3,0.38,13,312,318,286,122,105,117,227,264,415,248,343,548,327,399,250,189,693,682,334,228,746,521,933,72,621,580,602,633,246,251,613,318,148,264,382,720,300,600,261,1,1,1
Khobie Martin,188671,HB,INDIANA,Indiana,Indiana,4,25,6,5,48.6,108,0,222,0,0,6,123,118.1,8,12,190,0,12,78,90.8,77.1,0,72.7,56.3,87.3,60,31,0,0,0,5,31,0,0,0,25,4,222,123,4.92,8.9,0,13,312,318,239,46,199,105,136,264,415,203,163,194,92,163,223,209,12,573,334,169,673,20,313,238,685,708,728,658,246,251,742,338,47,160,193,152,115,681,261,1,1,1
Brandon Tullis,183545,HB,MICH STATE,Michigan State,Michigan State,4,24,3,0,0,0,0,117,0,0,3,81,37.5,5,6,223,0,9,77.8,60.2,80.6,0,6.8,54.9,67.8,55.6,14,0,16,3,53,36,0,0,4,27,2,117,81,3.38,4.9,0.3,15,312,332,418,562,562,562,306,264,415,369,268,633,196,347,313,220,996,295,334,588,739,511,1003,592,509,435,265,581,246,251,428,310,148,345,300,397,567,624,222,1,1,1
Maurki James,190066,HB,DOMINION,Old Dominion,Old Dominion,4,24,5,0,0,0,0,82,0,0,5,69,55.3,1,3,263,1,8,42.5,61.8,77.9,0,67.1,29.8,67.4,57,10,0,3,2,19,38,0,0,3,26,1,82,69,2.88,3.4,0.16,16,312,332,286,562,562,562,404,264,415,248,310,478,545,529,344,1189,934,508,334,277,919,529,944,770,652,502,535,559,246,251,486,318,284,450,349,572,889,658,206,1,1008,1
CJ Baxter,173153,HB,TEXAS,Texas,Texas,3,24,3,1,16.4,18,0,110,0,0,3,78,31.5,3,7,311,0,16,78,67.8,78.2,0,19.2,64.8,70,60,18,0,22,7,29,27,0,0,7,31,0,110,78,3.25,4.6,0.76,8,761,332,418,299,496,443,325,264,415,369,281,693,327,299,167,209,629,487,334,554,305,382,313,467,461,234,439,700,246,251,304,258,550,364,314,429,632,482,371,1,1,1
Adam Hill,191350,HB,TEXAS TECH,Texas Tech,Texas Tech,3,24,5,6,62.3,129,0,207,0,0,5,144,120,9,9,315,1,4,38.7,70.1,76.7,0,74.9,53.6,73.8,46.9,36,0,1,1,24,34,0,0,1,25,0,207,144,6,8.6,0.04,20,761,332,286,27,108,71,149,264,415,248,129,187,58,230,504,1201,504,600,334,132,791,248,1133,197,678,580,477,616,246,251,613,338,550,175,149,84,127,677,153,1,1008,1
Dylan Edwards,171893,HB,KANSAS ST,Kansas State,Kansas State,2,24,6,3,59.2,106,0,179,0,0,6,134,134,8,9,199,0,11,78.7,68,77.9,0,38.2,53.4,70.5,58.4,75,0,5,1,23,37,0,0,1,25,1,179,134,5.58,7.5,0.22,13,939,332,239,122,119,107,190,264,415,203,147,159,92,230,250,184,622,508,334,465,797,359,854,17,621,580,491,572,246,251,613,338,284,222,171,105,180,644,261,1,1,1
Desmond Reid,159936,HB,PITTSBURGH,Pittsburgh,Pittsburgh,3,24,6,2,50.7,72,0,142,0,2,6,99,106.5,4,6,268,0,15,79.7,76.6,78.8,0,80.7,67,78.2,59.4,53,0,73,7,43,29,0,0,8,31,1,142,99,4.13,5.9,1.7,8,761,332,239,178,183,181,255,264,167,203,218,235,251,347,178,140,235,440,334,46,244,121,757,97,224,234,331,677,246,251,269,258,284,289,248,227,369,224,371,1,1,1
Keyvone Lee,129790,HB,UNLV,UNLV,UNLV,4,24,4,3,50,55,0,110,0,1,4,73,50.7,5,7,325,0,17,77.8,70.9,79.4,0,64,65.6,72.8,50.8,19,0,38,6,32,43,0,0,7,30,2,110,73,3.04,4.6,1.19,7,312,332,339,122,188,229,325,264,257,298,299,512,196,299,147,220,453,396,334,296,282,279,1091,448,365,279,415,511,246,251,304,273,148,364,333,485,632,345,409,1,1,1
Jahiem White,173192,HB,W VIRGINIA,West Virginia,West Virginia,2,24,10,2,38.3,51,0,133,0,1,10,119,202,4,7,343,0,6,78,71.2,78.1,0,52.5,59.9,71.1,69.2,32,0,15,3,19,38,0,0,3,27,3,133,119,4.96,5.5,0.79,18,939,332,126,178,287,241,272,264,257,103,174,88,251,299,419,209,436,494,334,384,479,334,74,227,520,435,535,559,246,251,486,310,90,306,205,149,436,473,171,1,1,1
Andrew Burnette,205005,HB,LA TECH,Louisiana Tech,Louisiana Tech,4,24,2,0,0,0,0,84,0,0,2,49,16.3,2,5,208,0,11,77.8,70.5,77,0,76.7,74.6,67.8,58.9,11,0,4,1,4,33,0,0,1,25,1,84,49,2.04,3.5,1,12,312,332,498,562,562,562,400,264,415,455,395,828,414,399,250,220,477,581,334,99,114,511,817,725,638,580,756,633,246,251,613,338,284,442,436,848,869,401,282,1,1,1
D'Andre Hardeman Jr.,199105,HB,RICE,Rice,Rice,4,23,2,0,0,0,0,86,0,0,2,53,19.2,1,7,275,1,12,37.4,61.9,77.6,0,39.9,60.4,62.4,63.9,11,0,3,1,8,35,0,0,1,24,0,86,53,2.3,3.7,0.38,11,312,341,498,562,562,562,391,264,415,455,377,799,545,299,223,1205,926,530,334,457,440,844,142,725,652,580,662,597,246,251,613,359,550,435,415,772,841,600,300,1,1008,1
Duke Watson,190596,HB,LOUISVILLE,Louisville,Louisville,3,23,5,1,24.2,15,0,62,0,0,5,57,49.6,1,4,210,0,9,77.5,60.9,77.5,0,18.6,70.1,61.3,60,15,0,33,2,18,27,0,0,2,25,0,62,57,2.48,2.7,1.83,14,761,341,286,299,431,519,470,264,415,248,359,525,545,461,313,232,968,538,334,561,176,905,313,553,390,502,551,700,246,251,553,338,550,521,398,716,1001,200,240,1,1,1
Dante Moore,173983,QB,OREGON,Oregon,Oregon,5,23,2,0,0,0,0,29,0,0,0,11,0,3,9,264,1,3,75,89.1,83.4,88.9,0,0,65.4,60.2,28,1,0,0,0,133,102,14,0,9,0,131,49,2.13,5.7,0,1,4,341,498,562,562,562,656,264,415,781,734,901,327,230,565,360,33,66,13,593,934,636,258,268,685,708,927,60,29,27,742,726,550,311,436,820,410,681,733,1,1008,1081
Brandon High Jr.,174095,HB,CAL,California,California,5,23,2,2,40.8,40,0,98,0,0,2,70,25.4,3,5,130,1,11,37.4,54.6,77.4,0,75.4,53.4,55.5,57.9,22,0,5,1,26,26,0,0,2,24,1,98,70,3.04,4.3,0.19,12,4,341,498,178,260,301,353,264,415,455,309,749,327,399,250,1205,1199,545,334,127,797,1226,897,377,621,580,458,714,246,251,553,359,284,395,348,485,692,652,282,1,1008,1
Michael Johnson Jr.,97796,QB,AKRON,Akron,Akron,5,23,3,1,20.5,17,0,55,0,0,1,40,12.3,2,5,102,1,9,55.9,57.7,78.5,51,0,57.2,62.4,60.2,17,1,0,0,2,52,28,5,0,18,0,83,49,2.13,3.6,0,2,4,341,418,299,467,464,490,264,415,574,446,860,414,399,313,1119,1111,473,288,593,622,844,258,489,685,708,812,431,132,114,742,475,550,445,436,820,862,681,637,1,1008,1081
Chris Johnson Jr.,175378,HB,SMU,SMU,SMU,4,23,5,2,39.2,51,0,130,1,1,5,60,55.9,5,6,287,0,7,78.2,65.8,76.8,0,83.7,59.7,67.2,41.5,29,0,82,5,29,27,0,0,6,28,1,130,60,2.61,5.7,2.83,15,312,341,286,178,275,241,280,80,257,248,346,470,196,347,378,199,735,593,334,20,501,539,1162,260,203,310,439,700,246,251,339,298,284,315,385,653,410,79,222,1,1,1
Eli Holstein,172381,QB,PITTSBURGH,Pittsburgh,Pittsburgh,4,23,9,1,12.1,16,0,55,0,0,4,51,141.7,4,6,268,1,5,61,57.4,82,51.4,0,0,70.2,60.1,31,2,0,0,0,78,77,11,0,12,1,132,130,5.65,5.7,0,6,312,341,152,299,534,489,490,264,415,298,384,152,251,347,461,1085,1121,175,284,593,934,372,273,238,685,708,927,255,50,50,742,633,284,307,183,102,410,681,439,1,1008,1249
Ty Clark III,190943,HB,WAKE,Wake Forest,Wake Forest,4,23,11,0,0,0,0,68,0,5,11,62,165.9,0,5,339,0,10,77.5,67,78.2,0,73,65.3,66,64.2,7,0,17,3,36,37,0,0,5,26,0,68,62,2.7,3,0.47,13,312,341,105,562,562,562,452,264,42,87,340,119,812,399,280,232,672,487,334,165,293,600,136,907,495,435,372,572,246,251,381,318,550,505,379,623,936,579,261,1,1,1
Cam Davis,72376,HB,MINNESOTA,Minnesota,Minnesota,4,23,2,0,0,0,0,80,0,3,2,49,33.3,1,3,225,0,8,77.6,64.6,80.4,0,38.2,76.3,62.4,60,14,0,66,9,49,24,0,0,9,32,2,80,49,2.13,3.5,1.35,15,312,341,498,562,562,562,409,264,109,455,395,674,545,529,344,230,800,315,334,465,87,844,313,592,239,191,290,750,246,251,248,250,148,457,436,820,869,304,222,1,1,1
Jacob Clark,101628,QB,MO STATE,Missouri State,Missouri State,5,23,4,0,0,0,0,8,0,0,1,6,10.7,4,7,230,1,0,62.5,82.3,63.1,82.4,0,89.1,59,60,13,1,29,1,1,85,101,16,1,8,2,109,61,2.65,4.7,29,4,4,341,339,562,562,562,917,264,415,574,859,868,251,299,954,994,95,1149,37,593,13,1069,313,626,414,580,843,211,32,17,613,761,148,368,382,642,606,1,529,1,1008,1081
Dijon Stanley,176663,HB,NEW MEX ST,New Mexico State,New Mexico State,4,23,2,0,0,0,0,67,1,1,2,42,21.1,2,3,242,0,16,77.7,58.9,0,0,39.2,47.3,66.7,59.3,13,1,19,3,44,28,0,0,4,26,0,67,42,1.83,2.9,0.43,7,312,341,498,562,562,562,455,80,257,455,434,783,414,529,167,228,1073,1269,334,461,868,566,769,626,481,435,321,689,246,251,428,318,550,509,480,956,978,590,409,1,1,1081
Keyone Jenkins,170403,QB,FIU,Florida International,Florida International,4,23,6,0,0,0,0,5,0,0,0,8,0,4,7,166,4,4,45.7,52.8,25.4,51.6,0,0,62.2,60,23,3,0,0,0,118,109,12,0,11,4,114,49,2.13,5,0,5,312,341,239,562,562,562,1001,264,415,781,805,901,251,299,504,1175,1231,1231,282,593,934,863,313,357,685,708,927,99,24,41,742,659,47,355,436,820,530,681,481,1,1286,1291
Jordon Davison,199872,HB,OREGON,Oregon,Oregon,5,23,1,0,0,0,0,91,0,0,1,43,7.8,0,13,264,0,11,77.5,74.5,79.3,0,80.2,54.1,78.8,50,9,0,0,1,20,51,0,0,1,24,7,91,43,1.87,4,0,10,4,341,630,562,562,562,372,264,415,574,429,882,812,144,250,232,303,399,334,51,781,106,1096,812,685,580,524,438,246,251,613,359,6,415,476,953,761,681,328,1,1,1
Ja'shon Benjamin,170306,HB,RUTGERS,Rutgers,Rutgers,5,23,3,1,14.2,15,0,106,0,0,3,69,36,3,8,278,0,10,77.8,73.6,76.8,0,75.3,57.8,74.6,60,15,0,7,2,24,24,0,0,2,25,1,106,69,3,4.6,0.29,13,4,341,418,299,516,519,335,264,415,369,310,651,327,263,280,220,333,593,334,129,584,224,313,553,595,502,477,750,246,251,553,338,284,377,349,491,632,630,261,1,1,1
Terrez Worthy,190679,HB,TEMPLE,Temple,Temple,4,23,10,1,50.7,36,0,71,0,2,10,44,79.2,2,2,306,0,4,78,69,80,0,82.1,62.4,70.3,58.9,36,0,74,6,50,39,0,0,7,29,1,71,44,1.91,3.1,1.48,18,312,341,126,299,183,319,435,264,167,103,425,341,414,614,504,209,564,353,334,30,384,366,817,197,220,279,282,550,246,251,304,283,284,488,469,943,926,274,171,1,1,1
Terron Kellman,158048,HB,WYOMING,Wyoming,Wyoming,4,23,4,4,63.2,86,0,136,0,0,4,77,51.5,6,8,351,0,7,77.5,60.6,77.3,0,51,53.9,62.2,59.2,33,0,17,3,18,25,0,0,3,26,1,136,77,3.35,5.9,0.94,16,312,341,339,78,103,140,266,264,415,298,287,505,151,263,378,232,980,557,334,394,783,863,786,217,495,435,551,731,246,251,486,318,284,300,320,404,369,431,206,1,1,1
Jordan Fuller,149418,HB,JAMES MAD,James Madison,James Madison,2,23,6,2,25.6,43,0,168,0,0,6,78,88.5,7,10,197,0,12,77.5,90.4,75.8,0,74.6,54.9,89.5,56.6,26,0,0,0,6,34,0,0,0,23,1,168,78,3.39,7.3,0,11,939,341,239,178,414,278,209,264,415,203,281,311,123,200,223,232,21,654,334,137,739,13,958,297,685,708,700,616,246,251,742,385,284,242,314,394,191,681,300,1,1,1
Jo'Shon Barbie,160174,HB,MARSHALL,Marshall,Marshall,3,23,7,1,28,28,0,100,0,0,7,64,74.9,3,5,214,0,4,77.5,65.4,77.9,0,83.9,61.6,66.6,45.9,28,0,16,3,21,42,0,0,3,26,1,100,64,2.78,4.3,0.76,19,761,341,202,299,394,358,346,264,415,169,330,362,327,399,504,232,756,508,334,17,409,576,1143,268,509,435,516,519,246,251,486,318,284,390,370,604,692,482,163,1,1,1
Evan Pryor,145057,HB,CINCINNATI,Cincinnati,Cincinnati,4,23,6,3,43.7,83,0,190,1,0,6,123,128.3,7,7,138,1,1,40.3,65,80.4,0,32.3,44.6,73.3,70.1,46,0,10,2,60,34,0,0,4,25,0,190,123,5.35,8.3,0.17,22,312,341,239,122,240,147,177,80,415,203,163,169,123,299,765,1197,779,315,334,491,883,264,66,134,568,502,219,616,246,251,428,338,550,207,193,118,138,656,130,1,1008,1
Jayden Denegal,158533,QB,S DIEGO ST,San Diego State,San Diego State,4,23,4,1,22.2,16,0,40,0,0,2,34,26.6,2,5,284,0,6,65,68.6,82.4,68.8,0,0,59.3,60.3,16,0,0,0,0,122,32,7,0,16,1,72,48,2.09,3.1,0,5,312,341,339,299,449,489,571,264,415,455,491,742,414,399,419,948,588,135,148,593,934,1052,245,520,685,708,927,81,121,90,742,516,284,484,445,834,926,681,481,1,1,1
Ryan Browne,174949,QB,PURDUE,Purdue,Purdue,4,22,7,0,0,0,0,34,0,0,4,21,53.8,3,7,273,2,7,61.6,82.5,82.9,80,0,91.4,65.5,60.4,12,0,14,1,2,104,74,10,1,13,2,108,53,2.41,4.9,7,4,312,361,202,562,562,562,605,264,415,298,599,489,327,299,378,1084,93,101,50,593,4,630,235,674,528,580,812,144,58,58,613,600,148,375,415,731,567,11,529,1,1196,1
Harlem Berry,199769,HB,LSU,LSU,LSU,5,22,1,1,39.4,43,0,109,0,0,1,85,16.8,2,6,211,0,12,77.8,60.6,0,0,15.3,53.4,66.9,60,43,2,2,1,17,26,0,0,1,23,1,109,85,3.86,5,0.12,10,4,361,630,299,274,278,329,264,415,574,257,817,414,347,223,220,980,1269,334,568,797,557,313,146,662,580,565,714,246,251,613,385,284,368,289,273,530,668,328,1,1,1249
Aidan Laughery,158212,HB,ILLINOIS,Illinois,Illinois,3,22,6,2,62.6,82,0,131,0,1,6,93,123.3,3,4,187,0,10,77.3,65.8,77.4,0,14.4,63,68.3,60,57,0,22,2,18,24,0,0,2,24,2,131,93,4.23,6,1.22,12,761,361,239,178,106,150,276,264,257,203,231,181,327,461,280,245,735,545,334,569,367,480,313,77,461,502,551,750,246,251,553,359,148,311,263,219,331,335,282,1,1,1
Devonte Lyons,189778,HB,FIU,Florida International,Florida International,4,22,6,2,50.5,50,0,99,0,0,6,40,36.4,4,5,166,1,9,42.3,64.9,77.5,0,75.5,77.1,61.3,59.1,35,0,41,8,34,29,0,0,8,30,1,99,40,1.82,4.5,1.21,12,312,361,239,178,186,248,348,264,415,203,446,647,251,399,313,1190,787,538,334,123,78,905,797,203,351,206,400,677,246,251,269,273,284,392,497,960,653,339,282,1,1008,1
Quincy Craig,159061,HB,ARIZONA,Arizona,Arizona,4,22,2,2,51.5,88,0,171,1,2,2,48,36.4,4,7,109,1,6,41.6,64.1,78.7,0,44.7,44.1,72,59.2,54,0,12,2,37,27,0,0,3,24,1,171,48,2.18,7.8,0.32,16,312,361,498,178,177,137,205,80,167,455,400,647,251,299,419,1192,835,454,334,431,885,305,786,89,545,502,362,700,246,251,486,359,284,237,445,810,163,614,206,1,1008,1
Baylor Hayes,192135,QB,TULSA,Tulsa,Tulsa,4,22,2,0,0,0,0,27,0,0,1,6,4.2,4,7,320,4,4,38.1,41.2,83,38.1,0,60,59.7,60.3,24,0,0,0,1,112,92,10,0,12,2,119,17,0.77,5.4,0,7,312,361,498,562,562,562,670,264,415,574,859,899,251,299,504,1202,1293,95,317,593,451,1002,245,337,685,708,843,113,36,58,742,633,148,337,715,1172,452,681,409,1,1286,1
Dequan Finn,97804,QB,MIAMI OH,Miami (OH),Miami (OH),3,22,6,1,26,39,0,88,0,0,3,54,95.9,4,7,221,0,7,74.3,58.8,40.5,53.3,0,0,67.8,60,39,1,0,0,0,35,62,9,0,13,1,150,98,4.45,6.8,0,6,761,361,239,299,408,310,381,264,415,369,375,285,251,299,378,390,1076,1201,272,593,934,511,313,175,685,708,927,597,73,66,742,600,284,277,251,201,251,681,439,1,1,1081
Amari Daniels,146991,HB,TEXAS A&M,Texas A&M,Texas A&M,4,22,0,0,0,0,0,73,0,0,0,37,0,0,2,312,0,8,77.5,62.9,77.2,0,48.4,53,65,59.8,9,0,0,0,18,25,0,0,0,22,0,73,37,1.68,3.3,0,14,312,361,843,562,562,562,427,264,415,781,469,901,812,614,344,232,883,562,334,409,808,650,714,812,685,708,551,731,246,251,742,405,550,480,521,989,902,681,240,1,1,1
Cornell Hatcher Jr.,191215,HB,OREGON ST,Oregon State,Oregon State,5,22,2,1,15.4,18,0,117,0,0,2,81,29.5,3,6,265,1,7,37.7,62.2,76.2,0,30,59.7,63.3,60,18,0,10,3,19,25,0,0,4,25,1,117,81,3.68,5.3,0.53,15,4,361,498,299,505,443,306,264,415,455,268,708,327,347,378,1204,910,628,334,503,501,746,313,467,568,435,535,731,246,251,428,338,284,345,300,306,471,556,222,1,1008,1
Noah Vaughn,175443,HB,VIRGINIA,Virginia,Virginia,3,22,5,2,43.5,74,0,170,1,0,5,113,116.7,4,8,335,0,3,77.3,76.9,76.3,0,72.7,31.9,79.1,59.1,54,0,0,0,7,25,0,0,1,22,0,170,113,5.14,7.7,0,19,761,361,286,178,242,173,207,80,415,248,188,197,251,263,565,245,225,627,334,169,915,97,797,89,685,708,684,731,246,251,613,405,550,239,220,127,169,681,163,1,1,1
Trent Howland,144833,HB,OKLA STATE,Oklahoma State,Oklahoma State,3,22,2,1,15.7,18,0,115,0,0,2,77,29.2,4,9,262,0,12,77.2,76.6,0,73.1,80.6,64.1,75.3,58.9,18,1,14,2,14,26,0,0,3,24,2,115,77,3.5,5.2,1,10,761,361,498,299,503,443,314,264,415,455,287,713,251,230,223,253,235,1269,102,48,329,200,817,467,528,502,589,714,246,251,486,359,148,351,320,351,497,401,328,1,1,1081
Brandon Hood,190785,HB,UMASS,Massachusetts,Massachusetts,4,22,3,1,37.5,18,0,48,1,0,3,22,12.5,2,4,216,0,14,77.5,58,78,0,71.1,45.8,61.8,58.7,18,0,12,2,39,27,0,0,3,24,1,48,22,1,2.2,0.31,8,312,361,418,299,298,443,524,80,415,369,582,856,414,461,187,232,1100,502,334,203,878,890,838,467,545,502,352,700,246,251,486,359,284,576,636,1088,1059,616,371,1,1,1
Ju'Juan Johnson,184458,HB,LSU,LSU,LSU,5,22,3,1,17.8,16,0,90,0,2,3,47,36.8,2,6,211,1,5,43.1,57.2,80.6,0,39.8,56.1,60.4,53.9,16,0,49,7,78,42,0,0,8,29,2,90,47,2.14,4.1,0.63,17,4,361,418,299,491,489,374,264,167,369,408,642,414,347,461,1185,1133,295,334,458,688,952,1042,520,307,234,151,519,246,251,269,283,148,417,452,814,735,524,190,1,1008,1
Ayo Adeyi,145320,HB,JAMES MAD,James Madison,James Madison,3,22,3,1,21.4,24,0,112,0,0,3,73,45.2,3,5,197,0,7,77.3,70.1,74.9,0,45.4,55.1,68.2,75.9,24,0,0,0,6,26,0,0,1,22,0,112,73,3.32,5.1,0,15,761,361,418,299,460,377,322,264,415,369,299,560,327,399,378,245,504,708,334,428,730,488,28,337,685,708,700,714,246,251,613,405,550,361,333,417,513,681,222,1,1,1
Keyjuan Brown,174695,HB,LOUISVILLE,Louisville,Louisville,3,22,5,2,47.7,52,0,109,0,1,5,86,90.2,2,8,210,0,8,77.6,76.6,78.9,0,20,72.6,79.7,57.7,34,0,47,4,41,25,0,0,4,26,3,109,86,3.91,5,1.15,14,761,361,286,178,203,239,329,264,257,248,254,303,414,263,344,230,235,432,334,546,131,87,910,210,317,371,342,731,246,251,428,318,90,368,286,268,530,359,240,1,1,1
Jahzae Kimbrough,171260,HB,KENT STATE,Kent State,Kent State,3,22,2,0,0,0,0,55,0,2,2,58,42.2,2,4,201,0,9,77.5,59.9,77.5,0,42.9,64.5,59.5,59.5,12,0,23,3,37,25,0,0,4,25,0,55,58,2.64,2.5,0.62,13,761,361,498,562,562,562,490,264,167,455,354,592,414,461,313,232,1027,538,334,441,318,1029,745,674,457,435,362,731,246,251,428,338,550,541,395,644,1020,527,261,1,1,1
Jaivian Thomas,176564,HB,UCLA,UCLA,UCLA,4,22,6,1,30.5,32,0,105,0,2,6,75,101,3,4,324,0,11,77.3,68.8,76.5,0,67.5,66.6,68.3,59.2,32,0,42,5,30,25,0,0,6,27,0,105,75,3.41,4.8,1.4,11,312,361,239,299,371,336,337,264,167,203,295,252,327,461,250,245,580,615,334,265,251,480,786,227,344,310,430,731,246,251,339,310,550,379,327,388,584,291,300,1,1,1
