player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,Team,teamid,2025 Team,rank_player_game_count,rank_assists,rank_batted_passes,rank_forced_fumbles,rank_fumble_recoveries,rank_fumble_recovery_touchdowns,rank_grades_coverage_defense,rank_grades_defense,rank_grades_defense_penalty,rank_grades_pass_rush_defense,rank_grades_run_defense,rank_grades_tackle,rank_hits,rank_hurries,rank_interception_touchdowns,rank_interceptions,rank_longest,rank_pass_break_ups,rank_sacks,rank_safeties,rank_snap_counts_box,rank_snap_counts_corner,rank_snap_counts_coverage,rank_snap_counts_defense,rank_snap_counts_dl,rank_snap_counts_dl_a_gap,rank_snap_counts_dl_b_gap,rank_snap_counts_dl_outside_t,rank_snap_counts_dl_over_t,rank_snap_counts_fs,rank_snap_counts_offball,rank_snap_counts_pass_rush,rank_snap_counts_run_defense,rank_snap_counts_slot,rank_stops,rank_tackles,rank_tackles_for_loss,rank_targets,rank_total_pressures,rank_catch_rate,rank_declined_penalties,rank_missed_tackle_rate,rank_missed_tackles,rank_penalties,rank_qb_rating_against,rank_receptions,rank_touchdowns,rank_yards,rank_yards_after_catch,rank_yards_per_reception
Aneesh Vyas,75285,DI,WYOMING,6,1,0,0,0,0,351,0,0,60,55.6,81.7,48.6,58.7,62.4,0,1,0,0,0,16.7,2,1,0,0,0,0,0,0,0,0,205,205,31,132,5,37,0,0,121,84,0,5,9,0,0,1,0,0,0,0,Wyoming,351,Wyoming,199,2423,425,428,341,32,2326,3848,991,3606,3479,2484,1190,1587,66,505,2413,425,1154,16,3165,1473,3462,1270,338,224,181,1734,218,1376,3417,240,1429,2490,1426,1468,1707,2628,1908,1,1,3015,2682,1,1,1,1,29,17,29
Bam Booker,76122,ED,BOWL GREEN,6,4,0,0,0,0,122,0,0,61.8,62.5,81.9,57.2,63.5,79.4,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,217,216,12,91,82,31,0,1,121,96,0,6,9,0,0,5,0,0,0,0,Bowling Green,122,Bowling Green,199,1027,425,428,341,32,1884,2786,914,2745,2475,579,1190,461,66,505,2413,1002,1154,16,2802,1473,3462,1153,283,434,346,458,275,1376,3120,240,1186,2490,1185,1468,1707,2628,780,1,1,1,1,1,1,1,1,29,17,29
Solomon Vanhorse,78573,HB,INDIANA,1,0,0,0,0,0,190,0,0,0,60,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Indiana,190,Indiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moroni Anae,81437,LB,UTAH,4,1,1,0,0,0,328,0,0,64.1,88,74.2,83.1,82.8,77.5,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,7,21,2,0,0,2,0,0,19,4,10,0,1,2,0,0,1,0,0,0,0,Utah,128,Utah,2805,2423,66,428,341,32,1398,50,2821,96,169,839,1190,1587,66,505,2413,1002,1154,16,1503,1473,2560,3749,2956,890,1455,2263,1394,1376,2284,2597,3722,2490,2947,3090,1707,2628,1908,1,1,1,1,1,1,1,1,29,17,29
Brendon Harris,83446,S,MIDDLE TN,6,3,0,66.7,0,0,224,0,0,67.8,67.7,83,57.6,66.6,74.5,0,0,0,0,42,7.1,1,0,0,93.1,4,0,0,53,1,76,167,23,0,0,23,0,55,144,4,87,35,7,10,2,6,0,0,51,12,12.8,Middle Tennessee,224,Middle Tennessee,199,1362,425,428,341,32,886,1664,585,2646,1913,1296,1190,2336,66,505,352,1002,1154,16,922,1128,1165,1657,1689,890,1455,922,1394,365,1152,2597,1357,562,949,1327,294,1327,2602,2977,1,1951,1727,1,3303,3068,1,3271,2847,3743
Jayden Dunlap,85725,CB,BYU,5,0,0,100,0,0,128,0,0,49.2,53.3,76.4,71.4,63.5,28.3,0,0,0,0,35,50,1,0,0,158.3,2,0,0,4,53,33,58,0,0,0,0,0,0,58,1,24,1,0,1,0,2,0,1,62,2,31,BYU,0,BYU,2191,3291,425,428,341,32,3631,4058,2395,527,2475,3979,1190,2336,66,505,559,1002,1154,16,2368,480,1690,2962,3532,890,1455,3016,1394,1376,1718,3256,3057,2208,3617,3496,1707,1902,2602,3917,1,4357,1727,1,4490,2567,3728,3444,2280,4508
Gracen Halton,85774,DI,OKLAHOMA,6,3,0,0,0,0,261,1,1,59.4,77.8,81.5,73.2,76.2,66.8,0,10,0,0,0,18.2,2,0,0,0,0,2,0,0,0,1,167,167,27,115,7,18,0,0,100,66,0,7,6,1,0,12,0,0,0,0,Oklahoma,261,Oklahoma,199,1362,425,428,23,1,2768,348,1068,425,601,2177,1190,128,66,505,2413,1002,188,16,3165,1473,3176,1657,563,258,240,1545,449,1376,3417,410,1847,2490,949,2051,700,2628,205,1,1,3238,2682,1,1,1,1,29,17,29
Kalib Perry,86267,LB,LOUISVILLE,5,0,0,60,0,0,210,0,0,55.5,65.2,79.4,55.4,74.9,49.1,0,1,0,0,21,18.8,3,0,0,78.8,3,0,0,100,0,57,127,16,0,0,16,0,0,111,11,59,11,10,13,1,5,1,0,32,12,10.7,Louisville,0,Louisville,2191,3291,425,428,341,32,3199,2187,1667,3144,747,3316,1190,1587,66,505,1156,1002,1154,16,584,1473,1357,2110,1890,890,1455,1104,1394,1376,1338,1966,2027,1222,521,978,700,1436,1908,2751,1,3304,3309,1,2788,2868,1,2974,2847,3396
Blake Ruffin,86298,S,LOUISVILLE,3,3,0,100,0,0,210,0,0,70.3,70.9,76.3,60,68.3,63.9,0,0,0,0,7,14.3,1,0,0,95.8,1,0,0,10,0,17,42,4,0,0,4,0,16,38,1,24,12,1,3,0,1,0,0,7,10,7,Louisville,0,Louisville,3247,1362,425,428,341,32,650,1099,2417,1854,1632,2372,1190,2336,66,505,2144,1002,1154,16,1919,1473,2048,3236,2663,890,1455,1871,1394,579,1924,3256,3057,1169,2947,2761,1707,2167,2602,3917,1,2736,1727,1,3400,2104,1,2329,2758,2629
Jalil Tucker,86578,CB,OREGON ST,6,2,0,60.7,0,0,265,0,0,56.5,58.2,81.7,52.9,66,58.2,0,0,0,1,61,17.4,4,1,0,110.1,17,0,0,26,241,147,275,0,0,0,0,0,1,275,5,123,7,3,17,0,28,0,2,326,123,19.2,Oregon State,265,Oregon State,199,1851,425,428,341,32,3112,3529,991,3470,2014,2748,1190,2336,66,109,119,425,1154,16,1323,154,492,659,3532,890,1455,3016,1394,1112,492,2454,649,1452,2065,658,1707,63,2602,2816,1,3193,3689,1,3841,4429,4324,4542,4483,4313
Jackson Schulz,86773,S,KENTUCKY,2,0,0,0,0,0,202,0,0,60,62.8,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Kentucky,202,Kentucky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ceyair Wright,86877,CB,NEBRASKA,6,4,0,38.9,0,0,238,0,0,66.7,69.4,85.2,0,76.4,45,0,0,0,0,16,27.3,3,2,1,47,7,0,0,26,111,153,275,7,0,0,7,0,4,268,0,122,127,3,4,1,18,0,0,41,55,5.9,Nebraska,238,Nebraska,199,1027,425,428,341,32,1014,1353,143,3662,578,3509,1190,2336,66,505,1517,179,1154,16,1323,377,435,659,2348,890,1455,1545,1394,826,536,3637,673,92,2065,2501,700,350,2602,2224,1,3964,3309,3245,2270,3582,1,3124,3987,2456
David Reese,90079,ED,SYRACUSE,6,3,1,66.7,0,0,304,1,0,51.9,66.6,88.4,67.2,68.2,86.4,2,11,0,0,21,0,0,0,0,99.3,2,1,0,8,0,38,303,281,0,5,272,4,0,22,151,114,13,7,14,1,3,14,0,30,36,15,Syracuse,0,Syracuse,199,1362,66,428,23,32,3466,1906,8,866,1657,78,226,97,66,505,1156,1002,433,16,2046,1473,1614,452,71,890,1123,28,912,1376,2212,76,814,1126,949,895,700,1712,143,2977,1,1,1,1,3526,2567,1,2934,3594,4030
Chance Tucker,90524,CB,NOTRE DAME,2,0,0,0,0,0,258,0,0,63.7,62.5,71.9,55.4,61.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,6,16,0,0,0,0,0,0,16,1,9,1,0,0,0,0,0,0,0,0,0,Notre Dame,258,Notre Dame,3692,3291,425,428,341,32,1469,2786,3229,3144,2907,4198,1190,2336,66,505,2413,1002,1154,16,2802,682,2633,3901,3532,890,1455,3016,1394,1376,2349,3256,3806,2208,3617,3974,1707,2628,2602,1,1,1,1,1,1,1,1,29,17,29
Ose Egbase,90529,ED,UNLV,6,5,0,0,0,1,325,0,0,65.5,57.4,82.7,65.3,45.2,30.7,0,6,0,0,0,25,4,0,0,0,0,0,0,1,0,1,199,197,6,45,112,34,0,2,118,80,0,4,7,0,0,6,0,0,0,0,UNLV,325,UNLV,199,738,425,64,341,32,1166,3636,683,1093,4390,3891,1190,354,66,505,2413,1002,1154,16,2802,1473,3176,1336,385,545,565,350,246,1376,2999,253,1527,2490,1726,1823,1707,2628,637,1,1,3759,3689,1,1,1,1,29,17,29
Tyrice Ivy Jr.,90783,S,OREGON ST,1,4,0,100,0,0,265,0,0,57.9,64,74.3,59.4,72.3,83.4,0,0,0,0,19,0,0,0,0,147.9,3,0,0,20,3,16,37,0,0,0,0,0,2,37,1,20,12,0,3,0,3,0,1,30,11,10,Oregon State,265,Oregon State,4155,1027,425,428,341,32,2952,2454,2801,2146,1031,196,1190,2336,66,505,1310,1002,1154,16,1467,884,2094,3331,3532,890,1455,3016,1394,970,1938,3256,3205,1169,3617,2761,1707,1712,2602,3917,1,1,1,1,4434,2868,3728,2934,2808,3225
Solomon Brown,97386,S,BUFFALO,6,5,0,60,0,0,126,0,0,65.3,68.8,86.3,59.4,75.3,72.4,0,0,0,0,43,11.4,4,3,1,85.1,9,0,0,107,2,206,348,18,0,0,18,0,152,330,3,139,68,11,26,0,15,0,0,119,40,13.2,Buffalo,126,Buffalo,199,738,425,428,341,32,1198,1455,74,2146,697,1667,1190,2336,66,505,331,64,1154,16,536,970,75,197,1815,890,1455,1031,1394,96,213,2783,400,243,434,221,1707,523,2602,2751,1,2478,3689,3245,3037,3826,1,4050,3689,3828
Marvae Myers,97517,CB,MARSHALL,6,4,0,54.5,0,0,214,0,0,63.1,64.7,0,56.5,81.8,57.3,0,0,0,1,52,17.4,4,3,5,96.8,12,0,0,54,268,192,343,1,0,0,1,0,16,342,2,149,4,3,15,0,22,0,3,151,67,12.6,Marshall,0,Marshall,199,1027,425,428,341,32,1591,2294,4253,2922,208,2807,1190,2336,66,109,196,64,1154,16,913,106,143,217,3183,890,1455,2550,1394,579,174,3007,281,1729,2065,808,1707,200,2602,2603,1,3193,3689,4538,3462,4141,4483,4248,4143,3722
Jett Elad,97543,S,RUTGERS,6,5,0,92.9,0,0,278,0,0,56.8,56.9,0,59.2,63.2,45.2,1,0,0,1,69,22.4,11,1,2,89,13,0,0,179,2,190,323,19,0,0,18,1,112,304,3,130,11,9,33,1,14,1,0,272,129,20.9,Rutgers,278,Rutgers,199,738,425,428,341,32,3076,3706,4253,2213,2518,3501,489,2336,66,109,63,425,1154,16,258,970,158,317,1787,890,1455,1031,1184,195,344,2783,517,1222,630,84,700,595,1908,3908,1,3670,4517,4109,3161,4225,1,4515,4497,4373
Mohamed Toure,97751,LB,MIAMI FL,5,6,0,68.4,0,0,220,0,0,43.4,65.1,81.7,79.1,81.4,67.6,0,6,0,0,28,13.3,4,1,0,82.1,13,1,0,157,0,100,211,13,0,0,13,0,0,198,23,88,41,11,20,0,19,7,0,105,90,8.1,Miami (FL),220,Miami (FL),2191,539,425,428,341,32,3796,2205,991,173,224,2126,1190,354,66,505,797,425,433,16,313,1473,919,1203,2007,890,1455,1204,1394,1376,891,1530,1334,476,434,481,1707,302,512,3174,1,2671,3689,1,2955,4225,1,3934,4351,2850
Zaylin Wood,97761,DI,VANDERBILT,6,2,1,0,0,0,333,0,0,61.7,67.7,82.2,65.8,64.5,42.7,0,6,0,1,0,23.1,3,0,0,0,0,2,0,2,0,5,197,195,38,109,35,13,0,2,121,71,0,9,8,0,0,8,0,0,0,0,Vanderbilt,333,Vanderbilt,199,1851,66,428,341,32,1910,1664,829,1024,2285,3584,1190,354,66,109,2413,1002,188,16,2615,1473,2709,1359,403,184,265,753,557,1376,2999,240,1729,2490,630,1653,1707,2628,415,1,1,3688,3309,1,1,1,1,29,17,29
Mark Davis,97886,CB,VANDERBILT,5,1,0,50,0,0,333,0,0,70.2,65.7,79,0,38.6,38.1,0,0,0,0,8,30.8,4,0,0,59.4,2,0,0,0,91,67,96,0,0,0,0,0,0,96,0,29,5,3,8,0,4,0,0,15,2,7.5,Vanderbilt,333,Vanderbilt,2191,2423,425,428,341,32,661,2089,1759,3662,4475,3731,1190,2336,66,505,2098,1002,1154,16,3165,405,1247,2458,3532,890,1455,3016,1394,1376,1426,3637,2865,1626,2065,1653,1707,1568,2602,2338,1,4084,3689,1,2445,2567,1,2567,2280,2723
Shammond Cooper,97918,LB,AKRON,7,11,0,75,0,0,102,0,0,70.2,79.6,84.7,60.5,83,85.8,1,2,0,0,22,4.2,2,0,0,109.4,12,0,0,317,1,169,362,11,0,0,11,0,0,351,23,170,33,23,35,2,16,3,1,92,57,7.7,Akron,102,Akron,1,113,425,428,341,32,661,250,200,1768,163,91,489,1135,66,505,1106,1002,1154,16,34,1128,288,146,2105,890,1455,1288,1394,1376,145,1530,131,588,31,57,294,465,1189,3397,1,1761,2682,1,3816,4141,3728,3795,4016,2761
Anthonie Cooper,97970,DI,ARIZONA ST,5,0,0,0,0,0,110,0,0,63.2,60.7,76.9,57.7,54.9,70.8,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,60,59,0,26,3,30,0,1,50,9,0,1,1,0,0,3,0,0,0,0,Arizona State,110,Arizona State,2191,3291,425,428,341,32,1562,3129,2290,2624,3861,1854,489,1135,66,109,2413,1002,1154,16,2802,1473,3176,2930,1255,890,718,2016,288,1376,3120,996,3806,2490,2947,3496,1707,2628,1189,1,1,1,1,1,1,1,1,29,17,29
Jalar Holley,97977,DI,CHARLOTTE,6,0,0,0,0,0,136,0,0,0,54.9,80.4,54.5,55.1,76.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,134,20,107,0,7,0,0,51,83,0,4,6,0,0,1,0,0,0,0,Charlotte,136,Charlotte,199,3291,425,428,341,32,3918,3906,1399,3305,3839,1070,489,2336,66,505,2413,1002,1154,16,3165,1473,3462,2030,762,317,275,3016,756,1376,3417,981,1456,2490,1726,2051,1707,2628,1908,1,1,1,1,1,1,1,1,29,17,29
Richie Hagarty,98121,ED,NWESTERN,6,2,0,100,0,0,256,0,0,48.8,61.3,33.5,63.8,65.1,79.4,0,4,0,0,10,0,0,0,1,108.3,1,1,0,0,0,5,148,148,0,8,121,19,0,0,78,65,0,4,5,1,1,5,0,10,1,10,Northwestern,256,Northwestern,199,1851,425,428,341,32,3647,3021,3873,1319,2180,579,1190,625,66,505,1974,1002,433,16,3165,1473,2709,1856,668,890,1022,323,437,1376,3417,657,1869,2490,1726,2272,700,2167,780,3917,1,1,1,3245,3771,2104,1,2439,2223,3225
Myles Farmer,98122,S,APP STATE,2,1,0,0,0,0,108,0,0,0,71.9,72.3,0,70.9,75.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,3,0,0,3,0,0,2,0,5,0,1,1,1,0,0,0,0,0,0,Appalachian State,108,Appalachian State,3692,2423,425,428,341,32,3918,949,3157,3662,1218,1164,1190,2336,66,505,2413,1002,1154,16,3165,970,3462,4484,2771,890,1455,2016,1394,1376,2999,3637,4141,2490,2947,3496,700,2628,2602,1,1,1,1,1,1,1,1,29,17,29
Immanuel Hickman Sr.,98192,DI,VA TECH,7,5,0,0,0,1,337,0,0,0,78.6,80.5,59.7,83.1,76.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,116,52,63,0,1,0,0,45,71,0,2,2,0,0,2,0,0,0,0,Virginia Tech,337,Virginia Tech,1,738,425,64,341,32,3918,300,1361,2069,161,966,489,1587,66,505,2413,1002,1154,16,3165,1473,3462,2223,872,126,471,3016,1184,1376,3417,1070,1729,2490,2445,3090,1707,2628,1480,1,1,1,1,1,1,1,1,29,17,29
Quindarius Dunnigan,98193,ED,MICH STATE,6,2,0,0,0,0,223,0,0,60.1,70.2,82.1,67,67.5,60.5,3,5,0,0,0,18.2,2,0,0,0,0,2,0,1,0,0,137,135,1,3,118,13,0,2,80,57,0,6,7,1,0,10,0,0,0,0,Michigan State,223,Michigan State,199,1851,425,428,341,32,2304,1222,857,889,1771,2593,106,461,66,505,2413,1002,188,16,2802,1473,3462,1992,752,781,1209,330,557,1376,2999,637,2092,2490,1185,1823,700,2628,289,1,1,3238,2682,1,1,1,1,29,17,29
Zukudo Igwenagu,98305,ED,UMASS,5,0,1,0,0,0,216,0,0,0,58.4,79.6,55.5,59.6,45,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,99,99,0,0,66,33,0,0,41,58,0,5,6,0,0,0,0,0,0,0,Massachusetts,216,Massachusetts,2191,3291,66,428,341,32,3918,3502,1609,3127,3347,3509,1190,2336,66,505,2413,1002,1154,16,3165,1473,3462,2423,975,890,1455,549,254,1376,3417,1129,2065,2490,1426,2051,1707,2628,2602,1,1,3759,2682,1,1,1,1,29,17,29
Jalen Catalon,98867,S,MISSOURI,6,7,0,83.3,0,0,229,0,0,71.5,75.3,81.4,69.2,78.2,79.1,0,1,0,0,25,8.7,2,0,0,105.6,5,0,0,72,0,112,212,5,0,0,5,0,104,207,7,93,31,5,14,0,6,1,0,56,26,11.2,Missouri,229,Missouri,199,389,425,428,341,32,536,551,1092,701,413,607,1190,1587,66,505,937,1002,1154,16,761,1473,822,1194,2529,890,1455,1734,1394,209,847,2250,1258,621,1426,895,1707,1327,1908,3737,1,2122,2682,1,3707,3258,1,3364,3352,3510
Taurean Carter II,98934,DI,COLORADO,2,0,0,0,0,0,143,0,0,0,62.6,73,56.3,65.5,70.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,18,0,1,0,0,11,8,0,0,1,0,0,0,0,0,0,0,Colorado,143,Colorado,3692,3291,425,428,341,32,3918,2760,3042,2961,2119,1905,1190,2336,66,505,2413,1002,1154,16,3165,1473,3462,3810,1787,890,812,3016,1184,1376,3417,1966,3881,2490,3617,3496,1707,2628,2602,1,1,1,1,1,1,1,1,29,17,29
Isaiah Gibson Sr.,98952,DI,SO MISS,6,0,0,0,0,0,296,0,0,59.4,60.7,83.5,56.3,63.1,28.2,0,4,0,0,0,37.5,3,0,0,0,0,0,0,4,0,1,250,246,92,149,1,4,0,4,134,115,0,4,5,0,0,4,0,0,0,0,Southern Miss,296,Southern Miss,199,3291,425,428,341,32,2768,3129,441,2961,2544,3988,1190,625,66,505,2413,1002,1154,16,2368,1473,3176,865,169,54,136,2550,912,1376,2896,157,794,2490,1726,2272,1707,2628,965,1,1,4278,3309,1,1,1,1,29,17,29
Brandon Mack II,99105,ED,HOUSTON,6,5,0,100,0,1,182,0,0,60.9,66.6,20.6,62.1,74.6,38.2,4,6,0,0,22,28.6,6,0,2,103,7,2,0,3,0,36,244,219,0,0,219,0,0,25,97,111,22,9,10,1,7,12,0,61,27,8.7,Houston,182,Houston,199,738,425,64,341,32,2116,1906,4052,1552,775,3727,50,354,66,505,1106,1002,188,16,2480,1473,1644,918,267,890,1455,88,1394,1376,2152,452,874,821,630,1327,700,1225,205,3917,1,4004,4173,4109,3637,3582,1,3430,3388,2960
Will Jones II,99276,S,N TEXAS,6,6,0,52.9,0,1,251,1,0,66,68,84.7,55.2,69.7,68.9,1,0,0,0,17,15.6,7,1,0,93.3,9,0,0,241,4,173,412,14,0,0,14,0,106,398,4,235,47,9,32,1,17,1,1,112,71,12.4,North Texas,251,North Texas,199,539,425,64,23,32,1093,1607,200,3190,1417,2040,489,2336,66,505,1451,425,1154,16,125,840,257,27,1954,890,1455,1165,1394,205,38,2597,4,412,630,93,700,401,1908,2569,1,2952,4311,1,3310,3826,3728,3986,4196,3693
Logan Wilson,99280,CB,CINCINNATI,5,4,0,57.1,0,0,138,0,0,71.3,66.7,0,0,56,58.9,0,0,0,0,31,16,4,5,3,96.3,12,0,0,32,216,167,256,5,0,0,5,0,0,251,0,89,3,4,17,1,21,0,1,155,34,12.9,Cincinnati,138,Cincinnati,2191,1027,425,428,341,32,559,1891,4253,3662,3761,2705,1190,2336,66,505,701,11,1154,16,1185,198,306,816,2529,890,1455,1734,1394,1376,633,3637,1314,1864,1726,658,700,230,2602,2672,1,2987,3689,4407,3449,4141,3728,4266,3543,3772
Isheem Young,99281,S,MEMPHIS,4,0,0,0,0,0,218,0,0,67.7,67.7,78,60,58,28.7,0,0,0,0,0,50,1,0,0,39.6,0,0,0,32,0,48,75,1,0,0,1,0,25,74,1,26,17,0,1,0,1,0,0,0,0,0,Memphis,218,Memphis,2805,3291,425,428,341,32,898,1664,2028,1854,3557,3959,1190,2336,66,505,2413,1002,1154,16,1185,1473,1465,2725,3183,890,1455,2550,1394,506,1590,3256,2983,977,3617,3496,1707,2167,2602,1,1,4357,1727,1,2023,1,1,29,17,29
Virdel Edwards II,99286,CB,HAWAII,7,2,0,78.6,0,0,180,0,0,71,69.5,82.1,0,59.1,57,0,0,0,0,52,14.3,3,2,2,139.6,11,0,0,29,255,172,293,0,0,0,0,0,0,293,0,121,9,6,16,1,14,0,1,165,66,15,Hawaii,180,Hawaii,1,1851,425,428,341,32,588,1334,857,3662,3420,2836,1190,2336,66,505,196,179,1154,16,1244,129,262,530,3532,890,1455,3016,1394,1376,400,3637,685,1331,1185,742,700,595,2602,3589,1,2736,3309,4109,4377,4041,3728,4310,4129,4030
Deshawn McCuin,99502,S,S DIEGO ST,4,1,0,57.1,0,0,284,0,0,71.8,66.8,78.4,59.2,46.6,34.9,0,0,0,0,9,33.3,2,1,0,64,4,0,0,18,37,58,93,2,0,0,2,0,28,91,1,34,8,2,3,0,7,0,0,24,18,6,San Diego State,284,San Diego State,2805,2423,425,428,341,32,513,1870,1929,2213,4329,3819,1190,2336,66,505,2033,425,1154,16,1540,536,1340,2495,2956,890,1455,2263,1394,482,1471,3256,2712,1390,2445,2761,1707,1225,2602,2672,1,4117,2682,1,2516,3068,1,2802,3103,2460
Nate Temple,99726,ED,PITTSBURGH,5,1,0,0,0,0,268,0,0,61.2,56.6,81.2,50.5,61.5,42.3,2,1,0,0,0,20,1,0,0,0,0,0,0,2,0,1,90,88,0,0,86,2,0,2,44,45,0,1,3,0,0,3,0,0,0,0,Pittsburgh,268,Pittsburgh,2191,2423,425,428,341,32,2034,3737,1140,3567,2840,3602,226,1587,66,505,2413,1002,1154,16,2615,1473,3176,2537,1044,890,1455,445,1074,1376,2999,1086,2417,2490,2947,2761,1707,2628,1189,1,1,3355,1727,1,1,1,1,29,17,29
Cecil Powell,99735,S,SM HOUSTON,5,3,0,70,1,1,281,0,0,69.6,69.3,18.4,64.1,70.3,71.7,1,2,0,0,48,9.7,3,2,3,90.4,14,0,0,43,0,128,246,39,0,0,39,0,3,207,10,108,161,8,25,1,20,3,0,144,89,10.3,Sam Houston State,281,Sam Houston State,2191,1362,425,64,341,32,717,1370,4081,1274,1321,1761,489,1135,66,505,243,179,1154,16,1041,1473,677,899,1457,890,1455,710,1394,890,847,2021,942,65,763,260,700,264,1189,3228,4332,2254,3309,4407,3198,4280,1,4213,4343,3312
Jordan Huff,99745,S,GA STATE,6,5,0,75,0,0,175,0,0,72.9,66.6,80.5,60,52.3,46,0,0,0,1,20,24.2,8,1,0,97.9,6,0,0,131,2,127,254,0,0,0,0,0,102,254,1,126,19,6,20,1,8,0,1,64,20,10.7,Georgia State,175,Georgia State,199,738,425,428,341,32,422,1906,1361,1854,4066,3469,1190,2336,66,109,1229,425,1154,16,408,970,689,835,3532,890,1455,3016,1394,212,608,3256,595,910,1185,481,700,1101,2602,3397,1,3751,4394,1,3490,3416,3728,3465,3179,3396
Antonio Clary,99757,S,VIRGINIA,3,1,0,100,0,0,335,0,0,68.4,56.6,0,0,51.6,60.8,0,0,0,0,7,16.7,1,0,1,95.8,1,0,0,9,0,16,29,0,0,0,0,0,16,29,0,13,4,0,4,0,1,0,0,7,2,7,Virginia,335,Virginia,3247,2423,425,428,341,32,826,3737,4253,3662,4110,2581,1190,2336,66,505,2144,1002,1154,16,1969,1473,2094,3517,3532,890,1455,3016,1394,579,2069,3637,3533,1729,3617,2501,1707,2167,2602,3917,1,3015,1727,3245,3400,2104,1,2329,2280,2629
Rico Watson III,99809,ED,USF,6,4,0,81.8,0,0,327,0,0,44.6,54.5,17.1,63.7,62.8,42.2,0,4,0,0,15,26.1,6,0,2,95.1,9,1,0,33,0,66,235,181,0,3,171,7,0,54,81,88,21,8,13,1,11,5,0,75,44,8.3,USF,327,USF,199,1027,425,428,341,32,3769,3950,4097,1341,2593,3604,1190,625,66,505,1592,1002,433,16,1167,1473,1253,991,481,890,1209,185,756,1376,1746,617,1334,851,763,978,700,828,780,3712,1,3923,4173,4109,3376,3826,1,3613,3789,2876
Ben Smiley,99845,ED,UCONN,5,1,0,100,0,0,146,0,0,58.8,60.3,82.7,55.4,65.2,44.9,2,7,0,0,5,25,4,0,0,127.1,1,0,0,2,0,5,216,213,0,16,130,67,0,3,120,91,0,9,11,1,1,9,1,5,7,5,Connecticut,146,Connecticut,2191,2423,425,428,341,32,2864,3202,683,3144,2167,3515,226,263,66,505,2250,1002,1154,16,2615,1473,2709,1161,296,890,835,297,74,1376,2932,248,1292,2490,630,1201,700,2167,350,3917,1,3759,3689,1,4256,2104,3728,2254,2582,2358
Blaine Spires,100324,ED,PITTSBURGH,4,2,0,0,0,0,268,0,0,60.6,79.8,84.1,70.8,80.5,71.3,1,7,0,0,0,10,1,0,0,0,0,2,0,0,0,1,153,153,0,3,145,5,0,0,82,70,0,9,7,2,0,10,0,0,0,0,Pittsburgh,268,Pittsburgh,2805,1851,425,428,341,32,2193,236,322,577,265,1800,489,263,66,505,2413,1002,188,16,3165,1473,3176,1807,640,890,1209,247,858,1376,3417,604,1750,2490,630,1823,294,2628,289,1,1,2262,1727,1,1,1,1,29,17,29
Siale Taupaki,100432,DI,UCLA,6,0,0,0,0,0,324,1,0,60,52.6,78.8,65.2,48.8,28.4,0,2,0,0,0,37.5,3,0,0,0,0,0,0,0,0,0,112,112,9,87,1,15,0,0,45,67,0,3,5,1,0,2,0,0,0,0,UCLA,324,UCLA,199,3291,425,428,23,32,2326,4106,1818,1109,4248,3973,1190,1135,66,505,2413,1002,1154,16,3165,1473,3462,2271,895,481,367,2550,511,1376,3417,1070,1818,2490,2065,2272,700,2628,1480,1,1,4278,3309,1,1,1,1,29,17,29
